clip_id,scenario_id,subject_id,filepath,orig_filename,duration_s,fps,resolution,frame_count,sha256,recorded_at,split_scenario,split_subject,split_random_leaky_DO_NOT_USE_FOR_EVAL
S01_F04_c036,S01_F04,P02,raw/clips/classroom/S01_F04/S01_F04_c036.mp4,S01_F04_c036.mp4,5.667,15,640x480,85,f684170216fa5525ac25d81de9fc8257c579b6a5b4bec6248dcd0b1eae1b2635,,train,train,train
S01_F04_c037,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c037.mp4,S01_F04_c037.mp4,6.267,15,640x480,94,60a0d82343c522f3709a25c55afbd90325e3e5f87bac1b7a361634cf473a8474,,train,train,train
S01_F04_c038,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c038.mp4,S01_F04_c038.mp4,6.333,15,640x480,95,1899f6cdbff22faccf4613e2c6ae36233250535b50c37d5cea640a39a02046cb,,train,train,train
S01_F04_c039,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c039.mp4,S01_F04_c039.mp4,5.2,15,640x480,78,7c64e85cde2bb8f7527196b7600441c58dcf72479a129bd33f4b49061e272bb6,,train,train,train
S01_F04_c040,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c040.mp4,S01_F04_c040.mp4,7.133,15,640x480,107,b930f28fef486f1d56fd3efb8271baa511da74f9ddc203e7a0b1c6707effbbb7,,train,train,test
S01_F04_c041,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c041.mp4,S01_F04_c041.mp4,5,15,640x480,75,9dfe434343262ab2bc21a2a10dd0d8947e76c789dc9a0284019d55ef87c18179,,train,train,val
S01_F04_c042,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c042.mp4,S01_F04_c042.mp4,5.067,15,640x480,76,3b9f7e02c5738eea512c93c34a216ca9cbb44256e5ed68fb8b01ffc66965f1f6,,train,train,train
S01_F04_c043,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c043.mp4,S01_F04_c043.mp4,5.533,15,640x480,83,e74178fcb5a4a2ad76829345b5997bfa1a096df6c7d868347357483ed97e41ca,,train,train,train
S01_F04_c044,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c044.mp4,S01_F04_c044.mp4,5,15,640x480,75,0c306485a4883c534975a57f4f8f2da37678592bd6924d53fa6e7f712cca07e6,,train,train,test
S01_F04_c045,S01_F04,P04,raw/clips/classroom/S01_F04/S01_F04_c045.mp4,S01_F04_c045.mp4,5,15,640x480,75,419dc48e1839c04da84bb80b45e717bb7dac2efdc92f43318933b461510acc08,,train,val,train
S01_F04_c046,S01_F04,P04,raw/clips/classroom/S01_F04/S01_F04_c046.mp4,S01_F04_c046.mp4,5.2,15,640x480,78,27fdf58c258b868032a5a53d01ceb1beb6cdb05428bfac8056914ee8f35f682a,,train,val,train
S01_F04_c047,S01_F04,P02,raw/clips/classroom/S01_F04/S01_F04_c047.mp4,S01_F04_c047.mp4,6.067,15,640x480,91,fd22c903f3b07d266f9a5bc9e45d077732d0ef943d02adfe0a2ddf39ccbfccdd,,train,train,train
S01_F04_c048,S01_F04,P02,raw/clips/classroom/S01_F04/S01_F04_c048.mp4,S01_F04_c048.mp4,6.133,15,640x480,92,9643d9489ff7e9c9401f9030b86475a4d0af9e9fab6fa6dcc9b849a8493f4908,,train,train,train
S01_F04_c049,S01_F04,P04,raw/clips/classroom/S01_F04/S01_F04_c049.mp4,S01_F04_c049.mp4,6.933,15,640x480,104,dc01fc99e45681f466e0d194d7b8a0ad6422adcd547942e587bd95a0384523ea,,train,val,train
S01_F04_c050,S01_F04,P04,raw/clips/classroom/S01_F04/S01_F04_c050.mp4,S01_F04_c050.mp4,9.067,15,640x480,136,32302d72e5c05a5c3813dad24cc25c79310dbc5bad18d19b48455af6eaaefa4f,,train,val,train
S01_F04_c051,S01_F04,P04,raw/clips/classroom/S01_F04/S01_F04_c051.mp4,S01_F04_c051.mp4,7.867,15,640x480,118,af6fff2480dbbc6c6541cd57cfbe39b9caedede34e8b9b43fb92b1e25bec7761,,train,val,train
S01_F04_c052,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c052.mp4,S01_F04_c052.mp4,6,15,640x480,90,18035523dac6d650d72fad481031e1acc99d8523965cde6046ff0c8187afd97f,,train,train,test
S01_F04_c053,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c053.mp4,S01_F04_c053.mp4,8.267,15,640x480,124,a5d2538b4b624c1d672416831254d8aff02f5f97d06dde68dba0fdcaa124cb2f,,train,train,train
S01_F04_c054,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c054.mp4,S01_F04_c054.mp4,5.933,15,640x480,89,ae20aa7b4b0d18228eed842dae432bc9a6110a70046d3d831d152fa3f613b5cd,,train,train,train
S01_F04_c055,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c055.mp4,S01_F04_c055.mp4,7.2,15,640x480,108,6352b7e46aa33d4971426bdb7f0fdf143c9b6a447ed33197210561ed023d7eb5,,train,train,test
S01_F04_c056,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c056.mp4,S01_F04_c056.mp4,4.4,15,640x480,66,2f74e606c86ea02297629fa3e87284c427965324f0724f5ac3ef8a71bd9a3770,,train,train,train
S01_F04_c057,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c057.mp4,S01_F04_c057.mp4,5.2,15,640x480,78,b09ba8b452ce456a632aad8ccd67ea5c07b072eb4d4b875dd2532adf452b0eb8,,train,train,train
S01_F04_c058,S01_F04,P02,raw/clips/classroom/S01_F04/S01_F04_c058.mp4,S01_F04_c058.mp4,6.6,15,640x480,99,50a3ce3f6646a1e878d344383242be8ace735fcdec35762c9e216ce338f7dcca,,train,train,train
S01_F04_c059,S01_F04,P02,raw/clips/classroom/S01_F04/S01_F04_c059.mp4,S01_F04_c059.mp4,6.867,15,640x480,103,5f31557bdc2e4fab1e6a0274e49b06c566e79a10349e4463b4fbe25cb45f3ef0,,train,train,val
S01_F04_c060,S01_F04,P02,raw/clips/classroom/S01_F04/S01_F04_c060.mp4,S01_F04_c060.mp4,8.067,15,640x480,121,1050f59af7d8360da09524dd267ac2ce223f12daa8b31efafd441788bf5b2981,,train,train,val
S01_F04_c061,S01_F04,P04,raw/clips/classroom/S01_F04/S01_F04_c061.mp4,S01_F04_c061.mp4,5.6,15,640x480,84,b89e4ffc40c6a7984d9d995619e0b39ac5ad9b930a1ab807da1dfb74cf4bf6f4,,train,val,train
S01_F04_c062,S01_F04,P04,raw/clips/classroom/S01_F04/S01_F04_c062.mp4,S01_F04_c062.mp4,5.667,15,640x480,85,f62c4c688d94b08960d8ada376e11fe698213d68d30536d138226457380beb4c,,train,val,test
S01_F04_c063,S01_F04,P04,raw/clips/classroom/S01_F04/S01_F04_c063.mp4,S01_F04_c063.mp4,5.933,15,640x480,89,ed875a9634111940221a40fef7f3efe6b3af9cd71e5159055bd61de4df0de61e,,train,val,val
S01_F04_c064,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c064.mp4,S01_F04_c064.mp4,6.4,15,640x480,96,8e938d66ed13cbd6d72f72bdeaa0c3edaad17b1caf9ffea8ac10ff749b5bfe21,,train,train,train
S01_F04_c065,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c065.mp4,S01_F04_c065.mp4,6,15,640x480,90,49a35fc9d89f2babdf10b5a571a109cf750c6d7daa7e67a9ce66a0bae3e17150,,train,train,test
S01_F04_c066,S01_F04,P01,raw/clips/classroom/S01_F04/S01_F04_c066.mp4,S01_F04_c066.mp4,6.6,15,640x480,99,a6da31f6bd896acef559e45cc894ae57eaede9bf97b13e675f43f99c0269c110,,train,train,test
S01_F04_c067,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c067.mp4,S01_F04_c067.mp4,5.733,15,640x480,86,62e456a2d6baf3d85273a3199294452a665b6383240cd66ee21c1cc6b22b7817,,train,train,train
S01_F04_c068,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c068.mp4,S01_F04_c068.mp4,6.867,15,640x480,103,e3b89977ac74777af3ae7cbb5a6905fe0b5fd7b00ace5884428f2800f9663e71,,train,train,train
S01_F04_c069,S01_F04,P06,raw/clips/classroom/S01_F04/S01_F04_c069.mp4,S01_F04_c069.mp4,4.8,15,640x480,72,8f029b6e491a8cf9fa13b03ca00c9043070eb36885a81645f1abddbb400edfc2,,train,train,train
S01_F04_c070,S01_F04,P02,raw/clips/classroom/S01_F04/S01_F04_c070.mp4,S01_F04_c070.mp4,5.4,15,640x480,81,d7af9c256f6cc3ac08dc4c1245ec140dea0313e7202ce58d49fdd970b9cdbf26,,train,train,val
S02_F01_c001,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c001.mp4,S02_F01_c001.mp4,6.2,15,640x480,93,ea28554f033838890bb6996265602d798ad24235e2dbf32d697e20e55e39c6a8,,train,val,val
S02_F01_c002,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c002.mp4,S02_F01_c002.mp4,6.2,15,640x480,93,ea28554f033838890bb6996265602d798ad24235e2dbf32d697e20e55e39c6a8,,train,val,train
S02_F01_c003,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c003.mp4,S02_F01_c003.mp4,6.6,15,640x480,99,01b97fc82bb111990fce443f877c555ffc092468ca8544b7001597a3ff19c5eb,,train,train,train
S02_F01_c004,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c004.mp4,S02_F01_c004.mp4,6.6,15,640x480,99,01b97fc82bb111990fce443f877c555ffc092468ca8544b7001597a3ff19c5eb,,train,train,train
S02_F01_c005,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c005.mp4,S02_F01_c005.mp4,6.467,15,640x480,97,68a93ae8762a2c8af562e1d82a494b7c51339f8c1e6281568bc2e765410705a4,,train,train,val
S02_F01_c006,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c006.mp4,S02_F01_c006.mp4,6.467,15,640x480,97,68a93ae8762a2c8af562e1d82a494b7c51339f8c1e6281568bc2e765410705a4,,train,train,val
S02_F01_c007,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c007.mp4,S02_F01_c007.mp4,5.667,15,640x480,85,ad0856f4ec44ff592391b18d06e90401ea27e9e82999b98cc3c6e817d98484ad,,train,train,train
S02_F01_c008,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c008.mp4,S02_F01_c008.mp4,6.133,15,640x480,92,e5c58b9d7324e70cb4e2e33e2d3e2a42be435ac15f17f35021bf13afed23949e,,train,train,train
S02_F01_c009,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c009.mp4,S02_F01_c009.mp4,5.2,15,640x480,78,e5db0d1cd694be7cd05d6d0a6045eef2ab55c8e87d60e80d0bd9319eaf096324,,train,val,train
S02_F01_c010,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c010.mp4,S02_F01_c010.mp4,6.733,15,640x480,101,8062e26e456e1e9608de06f3291b8510be1cdec5304e4c75de940dbd318cfd42,,train,val,train
S02_F01_c011,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c011.mp4,S02_F01_c011.mp4,6.2,15,640x480,93,09fcbcaa9407f55ab03d2f8f2e956fbd770a88fdde58b393b1a0ba60837860b5,,train,val,train
S02_F01_c012,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c012.mp4,S02_F01_c012.mp4,6.2,15,640x480,93,09fcbcaa9407f55ab03d2f8f2e956fbd770a88fdde58b393b1a0ba60837860b5,,train,val,train
S02_F01_c013,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c013.mp4,S02_F01_c013.mp4,5.667,15,640x480,85,28703035fc230dd8cb40d0148f51569bc5e92225a67e884c53f35463b3cf48cc,,train,train,val
S02_F01_c014,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c014.mp4,S02_F01_c014.mp4,5.667,15,640x480,85,28703035fc230dd8cb40d0148f51569bc5e92225a67e884c53f35463b3cf48cc,,train,train,val
S02_F01_c015,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c015.mp4,S02_F01_c015.mp4,5.667,15,640x480,85,cd487efd8aa9148973b0535b001f592fb875775be8fd217d6cf88abedca9aa8c,,train,train,train
S02_F01_c016,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c016.mp4,S02_F01_c016.mp4,5.667,15,640x480,85,cd487efd8aa9148973b0535b001f592fb875775be8fd217d6cf88abedca9aa8c,,train,train,train
S02_F01_c017,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c017.mp4,S02_F01_c017.mp4,4.867,15,640x480,73,2b48c936abe7aa5a1093089a79e758dc046b58a1c9e1b861e99a78c407d8bf5d,,train,train,train
S02_F01_c018,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c018.mp4,S02_F01_c018.mp4,5.467,15,640x480,82,f335f3f4dddaaac9eca4bdf792952c6d7d824d904e6cca2cb7a20a14903e7a4b,,train,train,train
S02_F01_c019,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c019.mp4,S02_F01_c019.mp4,5.2,15,640x480,78,f76bc70f6339aa1bd77c10f3e08398b5c08538b8a609a3be27e38756cb6cd822,,train,train,test
S02_F01_c020,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c020.mp4,S02_F01_c020.mp4,5.133,15,640x480,77,3fc14f6e43cdc43d088bb6afb0cc86c6345a1d4c2233506173d4ad4ff8e58b72,,train,train,train
S02_F01_c021,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c021.mp4,S02_F01_c021.mp4,5.8,15,640x480,87,4a40a327632c82d51c925d2c0c12df3dce09471f0f29057151341adbfdf15d0d,,train,val,train
S02_F01_c022,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c022.mp4,S02_F01_c022.mp4,6.067,15,640x480,91,80bfa596bc3e3888d0ad16a2ca0a3bba0f6efdecf8e199be1b27383bfaad9f21,,train,val,train
S02_F01_c023,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c023.mp4,S02_F01_c023.mp4,4.467,15,640x480,67,741795fed6722317c423090793a0d13799eebfdf1a0c5731858db6cd8cb8463c,,train,train,train
S02_F01_c024,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c024.mp4,S02_F01_c024.mp4,4.267,15,640x480,64,c5f617680580b8553a9469f6caafa4e9b663f61a56c901863bc5d0e923115d8a,,train,train,test
S02_F01_c025,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c025.mp4,S02_F01_c025.mp4,4.467,15,640x480,67,94e477263b6b7d88df2f507756ec860409733350e9154aff014f1e458706dd06,,train,train,train
S02_F01_c026,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c026.mp4,S02_F01_c026.mp4,4.133,15,640x480,62,aaceb440fdd0f5126e83e0f2dbaa5a3baf1ed1595786133f0ccff9bb8623ca02,,train,train,train
S02_F01_c027,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c027.mp4,S02_F01_c027.mp4,5.067,15,640x480,76,ee569c492838cf9dafe97e98f74bf1d20c3b6147af0dd8ab6376a5820e8c1510,,train,val,test
S02_F01_c028,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c028.mp4,S02_F01_c028.mp4,6.133,15,640x480,92,9e0adae245c038fc9bda646bbc1393e1d21186527b4d6920b6b9831d97a67932,,train,val,train
S02_F01_c029,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c029.mp4,S02_F01_c029.mp4,5.067,15,640x480,76,f0d04799807cacccf782e6dd0b576e046373817626d15d3fa402b3a80a476c05,,train,train,train
S02_F01_c030,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c030.mp4,S02_F01_c030.mp4,5.933,15,640x480,89,9de9bde1f0afa9919f60fd45d3ed81d2fdc603c759c137395d1e91d6f51bcb36,,train,train,train
S02_F01_c031,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c031.mp4,S02_F01_c031.mp4,5.2,15,640x480,78,14266604ed8bb121b988d4b7d42b429b1afcdf552dda526d5c79fb1ba335e850,,train,val,train
S02_F01_c032,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c032.mp4,S02_F01_c032.mp4,6.067,15,640x480,91,10c400baf2ca76db4b1e82e054144d79eabca29b8ff9c4127cac7060bee79e2b,,train,val,train
S02_F01_c033,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c033.mp4,S02_F01_c033.mp4,5.667,15,640x480,85,accc1af60e49379062afaa6f7bfe9b12ad437ddc28c9a1c54aaaf156dc9daf02,,train,train,val
S02_F01_c034,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c034.mp4,S02_F01_c034.mp4,5.6,15,640x480,84,978a6f9816883252849d6f8cf18cbc00e110269143d391be7c0cda044373e0e9,,train,train,val
S02_F01_c035,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c035.mp4,S02_F01_c035.mp4,6.067,15,640x480,91,a76f328ba02dd86d1add01f251bbb7def26f3c58be20bee3629196167994ee31,,train,train,train
S02_F01_c036,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c036.mp4,S02_F01_c036.mp4,5.933,15,640x480,89,1fe35ed633bbe2678b6f58299e9b54b3a4756ebb9b57f20b9a42af4040a2f3ff,,train,train,train
S02_F01_c037,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c037.mp4,S02_F01_c037.mp4,5.533,15,640x480,83,35fcf5adeb5fad774d6ae21d8b957e4bf5ded77dd286dbad1bc78d21561079db,,train,train,val
S02_F01_c038,S02_F01,P02,raw/clips/classroom/S02_F01/S02_F01_c038.mp4,S02_F01_c038.mp4,5.6,15,640x480,84,0104a1145b68c01de64fc90731b5d15e9a0e773f84e47b6831a30277db224314,,train,train,train
S02_F01_c039,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c039.mp4,S02_F01_c039.mp4,6.933,15,640x480,104,6caf7cdef277893350240237b69ead564099c39f30be4f9c56438291999d2820,,train,val,train
S02_F01_c040,S02_F01,P04,raw/clips/classroom/S02_F01/S02_F01_c040.mp4,S02_F01_c040.mp4,5.6,15,640x480,84,1e2e41baf0b2e965efda710147e08a2e67dd4459a6538805a4012700f088aeab,,train,val,val
S02_F01_c041,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c041.mp4,S02_F01_c041.mp4,4.733,15,640x480,71,40764c2d72affb6db7b4c6481e5371821f0a666ee1eef0227769cc04041f1280,,train,train,val
S02_F01_c042,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c042.mp4,S02_F01_c042.mp4,5.067,15,640x480,76,f57ea6bf42e37a99bbee1cc5c2be692050afeee2f1afd48652fb47d8724c6b4d,,train,train,train
S02_F01_c043,S02_F01,P01,raw/clips/classroom/S02_F01/S02_F01_c043.mp4,S02_F01_c043.mp4,4.667,15,640x480,70,13ad09023989b54a70f77b95f72b03747a9a7a78faf21ecf6caf8bf6ca20bc27,,train,train,train
